epoch,step,lr,train_loss,train_distill_loss,train_stream_loss,train_non_stream_loss,train_non_stream_apc_loss,train_cross_modal_apc_loss
49,26300,0.0005,0.1056,0.0227,0.0065,0.0056,0.0,0.166
49,26400,0.0005,0.103,0.0224,0.0058,0.0051,0.0,0.1654
49,26500,0.0005,0.1014,0.022,0.0055,0.0047,0.0,0.1643
49,26600,0.0005,0.1015,0.022,0.0055,0.0045,0.0,0.1649
49,26700,0.0005,0.1014,0.022,0.0054,0.0043,0.0,0.165
50,26800,0.0005,0.1006,0.0222,0.0051,0.0033,0.0,0.1663
50,26900,0.0005,0.0983,0.0215,0.0047,0.0034,0.0,0.1639
50,27000,0.0005,0.0986,0.0216,0.0048,0.0034,0.0,0.1645
50,27100,0.0005,0.0992,0.0217,0.0049,0.0035,0.0,0.1647
50,27200,0.0005,0.1,0.0218,0.0051,0.0035,0.0,0.1648
50,27300,0.0005,0.1004,0.0218,0.0052,0.0035,0.0,0.1649
51,27400,0.0005,0.1,0.0219,0.005,0.0039,0.0,0.1652
51,27500,0.0005,0.0992,0.0216,0.005,0.004,0.0,0.1633
51,27600,0.0005,0.0983,0.0213,0.005,0.0048,0.0,0.1609
51,27700,0.0005,0.0974,0.0211,0.005,0.0055,0.0,0.1585
51,27800,0.0005,0.0969,0.0208,0.0051,0.0058,0.0,0.1567
52,27900,0.0005,0.0894,0.0186,0.0044,0.0051,0.0,0.1466
52,28000,0.0005,0.0901,0.0188,0.0044,0.005,0.0,0.1482
52,28100,0.0005,0.0898,0.0188,0.0044,0.005,0.0,0.1475
52,28200,0.0005,0.0905,0.0188,0.0046,0.0048,0.0,0.148
52,28300,0.0005,0.0909,0.0188,0.0047,0.0046,0.0,0.1484
53,28400,0.0005,0.0909,0.0188,0.0045,0.0049,0.0,0.1495
53,28500,0.0005,0.0895,0.0185,0.0043,0.0035,0.0,0.1487
53,28600,0.0005,0.0892,0.0185,0.0042,0.0033,0.0,0.1491
53,28700,0.0005,0.0892,0.0186,0.0042,0.0032,0.0,0.1493
53,28800,0.0005,0.0891,0.0185,0.0042,0.0032,0.0,0.1492
53,28900,0.0005,0.0889,0.0184,0.0041,0.0032,0.0,0.1491
54,29000,0.0005,0.087,0.0183,0.0036,0.0027,0.0,0.1488
54,29100,0.0005,0.0875,0.0184,0.0038,0.0028,0.0,0.1489
54,29200,0.0005,0.0888,0.0185,0.0041,0.0028,0.0,0.1493
54,29300,0.0005,0.0921,0.0191,0.005,0.0029,0.0,0.1508
54,29400,0.0005,0.0952,0.0194,0.0058,0.0032,0.0,0.1515
55,29500,0.0005,0.0932,0.0181,0.0058,0.0049,0.0,0.1457
55,29600,0.0005,0.0922,0.0182,0.0055,0.0057,0.0,0.1449
55,29700,0.0005,0.092,0.0178,0.0058,0.006,0.0,0.1426
55,29800,0.0005,0.0908,0.0176,0.0056,0.0056,0.0,0.1418
55,29900,0.0005,0.0899,0.0174,0.0054,0.0054,0.0,0.1412
55,30000,0.0005,0.089,0.0173,0.0052,0.0052,0.0,0.1408
56,30100,0.0005,0.086,0.0169,0.0046,0.0034,0.0,0.1403
56,30200,0.0005,0.0857,0.017,0.0044,0.0032,0.0,0.1413
56,30300,0.0005,0.0855,0.017,0.0043,0.0031,0.0,0.1415
56,30400,0.0005,0.0858,0.0171,0.0043,0.003,0.0,0.1419
56,30500,0.0005,0.0857,0.0172,0.0043,0.003,0.0,0.142
57,30600,0.0005,0.0838,0.0172,0.0037,0.0026,0.0,0.1424
57,30700,0.0005,0.0818,0.0165,0.0034,0.0026,0.0,0.1397
57,30800,0.0005,0.0822,0.0167,0.0034,0.0029,0.0,0.1402
57,30900,0.0005,0.0819,0.0167,0.0034,0.0041,0.0,0.1382
57,31000,0.0005,0.0808,0.0164,0.0034,0.0044,0.0,0.1359
57,31100,0.0005,0.0803,0.0162,0.0035,0.0046,0.0,0.1346
58,31200,0.0005,0.075,0.0148,0.0032,0.0048,0.0,0.1257
58,31300,0.0005,0.0758,0.0151,0.0032,0.0054,0.0,0.1262
58,31400,0.0005,0.0753,0.0149,0.0032,0.0054,0.0,0.1253
58,31500,0.0005,0.0755,0.0149,0.0033,0.0052,0.0,0.1254
58,31600,0.0005,0.0755,0.0148,0.0033,0.0049,0.0,0.1256
59,31700,0.0005,0.0767,0.015,0.0035,0.0028,0.0,0.1292
59,31800,0.0005,0.0846,0.0158,0.0055,0.0027,0.0,0.1329
59,31900,0.0005,0.0904,0.0166,0.0069,0.0028,0.0,0.1357
59,32000,0.0005,0.0911,0.0167,0.0071,0.0028,0.0,0.1361
59,32100,0.0005,0.0899,0.0166,0.0067,0.0028,0.0,0.1361
59,32200,0.0005,0.0891,0.0165,0.0065,0.0028,0.0,0.1359
60,32300,0.0005,0.0825,0.0159,0.0046,0.0024,0.0,0.1342
60,32400,0.0005,0.0816,0.016,0.0042,0.0023,0.0,0.1348
60,32500,0.0005,0.0809,0.0158,0.0041,0.0023,0.0,0.1343
60,32600,0.0005,0.0804,0.0157,0.004,0.0023,0.0,0.1338
60,32700,0.0005,0.0799,0.0156,0.0039,0.0023,0.0,0.1334
61,32800,0.0005,0.0757,0.0149,0.0031,0.002,0.0,0.1301
61,32900,0.0005,0.0781,0.0153,0.0036,0.0021,0.0,0.1318
61,33000,0.0005,0.0791,0.0155,0.0039,0.0021,0.0,0.1321
61,33100,0.0005,0.0792,0.0154,0.0039,0.0022,0.0,0.132
61,33200,0.0005,0.0805,0.0155,0.0043,0.0023,0.0,0.1321
61,33300,0.0005,0.0808,0.0154,0.0045,0.0024,0.0,0.1317
62,33400,0.0005,0.0776,0.0145,0.004,0.0034,0.0,0.127
62,33500,0.0005,0.0764,0.0143,0.0039,0.0041,0.0,0.1249
62,33600,0.0005,0.0751,0.014,0.0037,0.0046,0.0,0.1225
62,33700,0.0005,0.0749,0.0138,0.0038,0.0048,0.0,0.1215
62,33800,0.0005,0.0748,0.0137,0.0039,0.0049,0.0,0.1208
63,33900,0.0005,0.0705,0.0129,0.0032,0.0038,0.0,0.1177
63,34000,0.0005,0.0696,0.0128,0.0031,0.0035,0.0,0.1169
63,34100,0.0005,0.0695,0.0128,0.003,0.0036,0.0,0.1169
63,34200,0.0005,0.0693,0.0127,0.003,0.0035,0.0,0.1167
63,34300,0.0005,0.0692,0.0127,0.003,0.0034,0.0,0.1165
64,34400,0.0005,0.0677,0.0131,0.0026,0.0026,0.0,0.1166
64,34500,0.0005,0.0703,0.0129,0.0033,0.0026,0.0,0.1178
64,34600,0.0005,0.0713,0.013,0.0035,0.0026,0.0,0.1186
64,34700,0.0005,0.075,0.0135,0.0044,0.0026,0.0,0.1205
64,34800,0.0005,0.0762,0.0136,0.0047,0.0025,0.0,0.1212
64,34900,0.0005,0.077,0.0137,0.0049,0.0025,0.0,0.1215
65,35000,0.0005,0.0763,0.0138,0.0045,0.0023,0.0,0.1227
65,35100,0.0005,0.0747,0.0136,0.0042,0.0021,0.0,0.1218
65,35200,0.0005,0.0738,0.0136,0.0039,0.0021,0.0,0.1218
65,35300,0.0005,0.0735,0.0135,0.0038,0.0021,0.0,0.1216
65,35400,0.0005,0.0729,0.0134,0.0037,0.0021,0.0,0.121
